1/10/2013 4:45:51 PM,01201004270000000003,40906164409172159336500D26292353,20130110,ok
1/10/2013 4:57:34 PM,01201004270000000003,40906164409172159336500D26292353,20130110,ok
1/19/2013 10:04:00 AM,01201004270000000003,40906164409172159329500A24091F61,20130119,ok
1/19/2013 10:42:04 AM,01201004270000000003,40906164409172159329500A24091F61,20130119,ok
1/19/2013 1:42:08 PM,01201004270000000003,40906164409172159329500A24091F61,20130119,ok
1/21/2013 11:12:18 AM,01201004270000000003,40906164409172159329500A24091F61,20130121,ok
1/21/2013 3:41:10 PM,01201004270000000003,,20130121,fail
1/21/2013 3:41:34 PM,01201004270000000003,,20130121,fail
1/21/2013 3:41:41 PM,01201004270000000003,,20130121,fail
1/21/2013 3:42:02 PM,01201004270000000003,,20130121,fail
1/21/2013 3:43:04 PM,01201004270000000003,,20130121,fail
1/21/2013 3:43:14 PM,01201004270000000003,,20130121,fail
1/21/2013 4:02:42 PM,01201004270000000003,,20130121,fail
1/21/2013 4:02:55 PM,01201004270000000003,,20130121,fail
1/21/2013 4:05:51 PM,01201004270000000003,40906164409172159329500A24091F61,20130121,ok
1/21/2013 4:34:39 PM,01201004270000000003,,20130121,fail
1/21/2013 4:36:13 PM,01201004270000000003,40906164409172159329500A24091F61,20130121,ok
1/22/2013 10:29:21 AM,01201004270000000003,40906164409172159329500A24091F61,20130122,ok
1/22/2013 10:30:09 AM,01201004270000000003,,20130122,fail
1/22/2013 10:30:16 AM,01201004270000000003,,20130122,fail
1/22/2013 10:30:27 AM,01201004270000000003,,20130122,fail
1/22/2013 10:30:56 AM,01201004270000000003,,20130122,fail
1/22/2013 10:31:29 AM,01201004270000000003,,20130122,fail
1/22/2013 10:32:14 AM,01201004270000000003,,20130122,fail
7/3/2013 11:31:33 AM,01201004270000000003,40906164409172159329500119291F5D,20130703,ok
7/3/2013 1:22:51 PM,01201004270000000003,40906164409172159329500119291F5D,20130703,ok
7/3/2013 4:20:00 PM,01201004270000000003,40906164409172159329500119291F5D,20130703,fail
7/3/2013 4:21:39 PM,01201004270000000003,40906164409172159329500119291F5D,20130703,ok
7/4/2013 9:19:32 AM,01201004270000000003,409061644091721592875002200407DB,20130704,ok
7/4/2013 9:38:33 AM,01201004270000000003,409061644091721592875002200407DB,20130704,ok
7/4/2013 2:24:14 PM,01201004270000000003,409061644091721592875002200407DB,20130704,ok
7/10/2013 5:06:41 PM,01201004270000000003,409061644091721592875002200407DB,20130710,ok
7/10/2013 5:33:50 PM,01201004270000000003,409061644091721592875002200407DB,20130710,ok
7/11/2013 7:49:02 PM,01201004270000000003,,20130711,fail
7/11/2013 7:49:09 PM,01201004270000000003,,20130711,fail
7/11/2013 7:53:21 PM,01201004270000000003,409061644091721592875002200407DB,20130711,fail
7/11/2013 7:55:14 PM,01201004270000000003,409061644091721592875002200407DB,20130711,ok
8/8/2013 11:48:28 AM,01201004270000000004,409061644091721592875002200407DB,20130808,ok
8/8/2013 12:09:26 PM,01201004270000000004,40906164409172159329500119291F5D,20130808,ok
8/8/2013 12:18:36 PM,01201004270000000005,409061644091721592875002200407DB,20130808,ok
8/8/2013 3:10:35 PM,01201004270000000005,40906164409172159329500A24141F61,20130808,fail
8/8/2013 3:12:17 PM,01201004270000000005,40906164409172159329500A24141F61,20130808,ok
